,경기번호,팀명,경기날짜,결과,No.,이름,출전세트_1set,출전세트_2set,출전세트_3set,출전세트_4set,출전세트_5set,득점_득점,공격종합_시도,공격종합_성공,공격종합_공격차단,공격종합_범실,공격종합_성공률,공격종합_점유율,오픈_시도,오픈_성공,오픈_공격차단,오픈_범실,오픈_성공률,오픈_점유율,시간차_시도,시간차_성공,시간차_공격차단,시간차_범실,시간차_성공률,시간차_점유율,이동_시도,이동_성공,이동_공격차단,이동_범실,이동_성공률,이동_점유율,후위_시도,후위_성공,후위_공격차단,후위_범실,후위_성공률,후위_점유율,속공_시도,속공_성공,속공_공격차단,속공_범실,속공_성공률,속공_점유율,퀵오픈_시도,퀵오픈_성공,퀵오픈_공격차단,퀵오픈_범실,퀵오픈_성공률,퀵오픈_점유율,서브_시도,서브_성공,서브_범실,서브_성공률,서브_점유율,디그_시도,디그_성공,디그_실패,디그_범실,디그_세트당,디그_점유율,세트_시도,세트_성공,세트_범실,세트_세트당,세트_점유율,리시브_시도,리시브_정확,리시브_실패,리시브_세트당,리시브_점유율,블로킹_시도,블로킹_성공,블로킹_유효블락,블로킹_실패,블로킹_범실,블로킹_세트당,블로킹_점유율,블로킹_어시스트,벌칙_벌칙,범실_범실
6676,267,KB손해보험,2019-10-15,1,15,우상조 (C),O,O,,,,0,1,0,0,1,0,0.93,1,0,0,1,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2.88,0,0,0,0,0,0,2,1,0,0.5,1.89,0,0,0,0,0,2,0,1,1,0,0,3.51,1,0,1
6677,267,KB손해보험,2019-10-15,1,10,곽동혁 (Li),,LI,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6678,267,KB손해보험,2019-10-15,1,14,이수범 (L),,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2.25,0,0,0,0,0,0,0,0,0,0
6679,267,KB손해보험,2019-10-15,1,4,정민수 (Li),LI,LI,LI,LI,LI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1,0,1.4,20.51,7,2,0,0.4,6.6,32,18,2,50,35.96,0,0,0,0,0,0,0,0,0,0
6680,267,KB손해보험,2019-10-15,1,3,최익제 (S),15,,,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,4.81,0,0,0,0,0,0,1,1,0,0.33,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6681,267,한국전력,2019-10-15,0,12,가빈 (R),O,O,O,O,O,37,57,31,6,2,54.39,54.81,30,16,3,1,53.33,66.67,1,1,0,0,100,25,0,0,0,0,0,0,17,9,2,1,52.94,85,0,0,0,0,0,0,9,5,1,0,55.56,40.91,18,3,3,0.6,17.65,7,1,6,0,0.2,15.91,2,0,0,0,1.94,0,0,0,0,0,11,3,3,5,0,0.6,21.15,0,0,5
6682,267,한국전력,2019-10-15,0,11,최홍석 (L),O,O,O,O,O,11,16,9,2,3,56.25,15.38,5,2,0,1,40,11.11,3,3,0,0,100,75,0,0,0,0,0,0,2,1,0,1,50,10,0,0,0,0,0,0,6,3,2,1,50,27.27,13,1,2,0.2,12.75,13,12,1,0,2.4,29.55,1,1,0,0.2,0.97,42,13,5,19.05,46.67,5,1,1,1,1,0.2,9.62,1,0,6
6683,267,한국전력,2019-10-15,0,9,김인혁 (L),O,O,O,O,O,9,10,5,2,1,50,9.62,6,3,1,0,50,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,50,18.18,17,2,4,0.4,16.67,9,6,3,0,1.2,20.45,3,2,0,0.4,2.91,32,14,3,34.38,35.56,8,2,1,2,0,0.4,15.38,1,0,5
6684,267,한국전력,2019-10-15,0,7,정준혁 (C),O,O,O,O,O,7,5,4,0,0,80,4.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,80,38.46,0,0,0,0,0,0,7,0,0,0,6.86,2,2,0,0,0.4,4.55,1,0,0,0,0.97,0,0,0,0,0,6,3,1,2,0,0.6,11.54,2,0,0
6685,267,한국전력,2019-10-15,0,10,조근호 (C),O,O,O,O,O,4,8,3,0,2,37.5,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,2,37.5,61.54,0,0,0,0,0,0,13,0,2,0,12.75,1,0,1,0,0,2.27,0,0,0,0,0,0,0,0,0,0,14,1,4,8,0,0.2,26.92,3,0,4
6686,267,한국전력,2019-10-15,0,2,이호건 (S),O,O,O,O,O,3,3,1,0,0,33.33,2.88,3,1,0,0,33.33,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,19.61,4,2,2,0,0.4,9.09,90,47,1,9.4,87.38,0,0,0,0,0,7,2,1,3,0,0.4,13.46,1,0,1
6687,267,한국전력,2019-10-15,0,16,이태호 (C),,,12,,,2,2,1,0,1,50,1.92,1,1,0,0,100,2.22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.97,0,0,0,0,0,1,1,0,0,0,1,1.92,0,0,1
6688,267,한국전력,2019-10-15,0,13,공재학 (L),,,,11,,1,2,1,0,0,50,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,50,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,3.33,0,0,0,0,0,0,0,0,0,0
6689,267,한국전력,2019-10-15,0,17,신으뜸 (L),,,11,,,1,1,1,0,0,100,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,100,4.55,0,0,0,0,0,3,3,0,0,3,6.82,0,0,0,0,0,2,0,0,0,2.22,0,0,0,0,0,0,0,0,0,0
6690,267,한국전력,2019-10-15,0,18,손주상 (L),7,7,7,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0.2,7.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6691,267,한국전력,2019-10-15,0,3,강민웅 (S),10,10,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6692,267,한국전력,2019-10-15,0,15,김강녕 (Li),LI,LI,LI,LI,LI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,1,11.36,4,3,0,0.6,3.88,11,5,2,27.27,12.22,0,0,0,0,0,0,0,0,0,0
6693,267,한국전력,2019-10-15,0,19,박태환 (C),2,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6694,267,한국전력,2019-10-15,0,6,이민욱 (S),,,,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6695,268,삼성화재,2019-10-16,0,3,박철우 (R),O,O,O,O,,28,39,23,3,2,58.97,38.24,20,13,0,1,65,40.82,0,0,0,0,0,0,0,0,0,0,0,0,13,6,2,1,46.15,61.9,0,0,0,0,0,0,6,4,1,0,66.67,40,16,1,5,0.25,18.18,6,4,2,0,1,12,6,0,0,0,5.56,7,0,3,0,8.43,11,4,1,5,0,1,18.97,0,0,7
6696,268,삼성화재,2019-10-16,0,16,김나운 (L),O,O,7,O,,12,21,9,3,2,42.86,20.59,11,4,2,1,36.36,22.45,3,1,1,0,33.33,75,0,0,0,0,0,0,3,1,0,1,33.33,14.29,0,0,0,0,0,0,4,3,0,0,75,26.67,10,2,3,0.5,11.36,10,7,3,0,1.75,20,3,0,0,0,2.78,7,0,1,0,8.43,4,1,1,2,0,0.25,6.9,0,0,5
6697,268,삼성화재,2019-10-16,0,6,산탄젤로 (R),,16,O,,,8,13,6,2,3,46.15,12.75,6,3,0,1,50,12.24,1,1,0,0,100,25,0,0,0,0,0,0,5,2,1,2,40,23.81,0,0,0,0,0,0,1,0,1,0,0,6.67,7,1,3,0.5,7.95,2,1,1,0,0.5,4,0,0,0,0,0,1,0,1,0,1.2,1,1,0,0,0,0.5,1.72,0,0,6
6698,268,삼성화재,2019-10-16,0,17,박상하 (C),O,O,O,13,,4,7,4,0,1,57.14,6.86,1,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,1,66.67,46.15,0,0,0,0,0,0,10,0,2,0,11.36,2,2,0,0,0.5,4,0,0,0,0,0,2,0,0,0,2.41,8,0,2,4,0,0,13.79,3,0,3
6699,268,삼성화재,2019-10-16,0,13,이지석 (L),15,5,O,O,,3,8,3,2,0,37.5,7.84,5,3,1,0,60,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,20,9,0,1,0,10.23,4,4,0,0,1,8,1,0,0,0,0.93,18,10,0,55.56,21.69,0,0,0,0,0,0,0,0,0,1
6700,268,삼성화재,2019-10-16,0,10,권준형 (S),O,O,O,O,,3,4,0,0,0,0,3.92,4,0,0,0,0,8.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,15.91,4,4,0,0,1,8,88,41,1,10.25,81.48,0,0,0,0,0,9,3,2,3,0,0.75,15.52,1,0,2
6701,268,삼성화재,2019-10-16,0,7,손태훈 (C),10,15,O,O,,3,4,2,0,0,50,3.92,1,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,66.67,23.08,0,0,0,0,0,0,7,0,0,0,7.95,2,2,0,0,0.5,4,2,0,0,0,1.85,0,0,0,0,0,12,1,5,5,0,0.25,20.69,3,0,0
6702,268,삼성화재,2019-10-16,0,15,지태환 (C),O,O,10,O,,0,4,0,0,1,0,3.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,30.77,0,0,0,0,0,0,7,0,1,0,7.95,3,3,0,0,0.75,6,2,2,0,0.5,1.85,0,0,0,0,0,8,0,0,7,0,0,13.79,2,0,2
6703,268,삼성화재,2019-10-16,0,5,고준용 (L),O,O,,16,,0,2,0,1,0,0,1.96,1,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6.67,8,0,0,0,9.09,5,4,1,0,1.33,10,0,0,0,0,0,17,5,1,23.53,20.48,5,0,4,1,0,0,8.62,0,0,0
6704,268,삼성화재,2019-10-16,0,19,백계중 (Li),LI,LI,LI,LI,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,0,1,12,3,1,0,0.25,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6705,268,삼성화재,2019-10-16,0,8,이승현 (Li),LI,LI,LI,LI,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,1.5,12,3,3,0,0.75,2.78,31,10,2,25.81,37.35,0,0,0,0,0,0,0,0,0,0
6706,268,OK금융그룹,2019-10-16,1,1,송명근 (L),O,O,O,O,,19,32,17,3,2,53.13,30.48,10,2,0,2,20,32.26,3,2,0,0,66.67,75,0,0,0,0,0,0,8,5,1,0,62.5,44.44,0,0,0,0,0,0,11,8,2,0,72.73,31.43,20,1,4,0.25,20.41,11,8,3,0,2,17.19,1,0,0,0,0.95,13,6,0,46.15,18.06,8,1,2,4,0,0.25,17.39,1,0,6
6707,268,OK금융그룹,2019-10-16,1,14,레오 (R),O,O,O,4,,15,29,14,4,3,48.28,27.62,11,6,2,0,54.55,35.48,1,0,0,0,0,25,0,0,0,0,0,0,9,2,1,2,22.22,50,0,0,0,0,0,0,8,6,1,1,75,22.86,8,0,5,0,8.16,7,5,2,0,1.25,10.94,1,0,0,0,0.95,0,0,0,0,0,4,1,2,0,0,0.25,8.7,1,0,8
6708,268,OK금융그룹,2019-10-16,1,11,박원빈 (C),O,O,O,O,,9,7,5,0,0,71.43,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,71.43,41.18,0,0,0,0,0,0,7,0,2,0,7.14,6,4,1,1,1,9.38,1,0,0,0,0.95,0,0,0,0,0,9,4,1,3,0,1,19.57,3,0,3
6709,268,OK금융그룹,2019-10-16,1,9,손주형 (C),O,O,O,O,,8,8,6,0,1,75,7.62,1,1,0,0,100,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,1,71.43,41.18,0,0,0,0,0,0,10,0,0,0,10.2,2,1,1,0,0.25,3.13,2,1,0,0.25,1.9,0,0,0,0,0,6,2,2,2,0,0.5,13.04,2,0,1
6710,268,OK금융그룹,2019-10-16,1,16,심경섭 (L),O,O,O,,,6,9,3,2,0,33.33,8.57,1,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.56,0,0,0,0,0,0,7,3,2,0,42.86,20,12,2,0,0.67,12.24,6,3,3,0,1,9.38,1,0,0,0,0.95,24,12,0,50,33.33,5,1,0,2,0,0.33,10.87,1,0,0
6711,268,OK금융그룹,2019-10-16,1,4,조재성 (R),,6,14,O,,5,6,2,1,1,33.33,5.71,1,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,1,40,14.29,8,3,2,1,8.16,2,1,1,0,0.33,3.13,2,0,0,0,1.9,0,0,0,0,0,2,0,1,1,0,0,4.35,0,0,3
6712,268,OK금융그룹,2019-10-16,1,6,이민규 (S),O,O,O,O,,5,5,3,0,0,60,4.76,5,3,0,0,60,16.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,16.33,3,1,2,0,0.25,4.69,78,44,1,11,74.29,0,0,0,0,0,7,2,2,2,0,0.5,15.22,1,0,2
6713,268,OK금융그룹,2019-10-16,1,18,한상길 (C),,11,9,9,,4,3,2,0,1,66.67,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,66.67,17.65,0,0,0,0,0,0,9,2,0,0.67,9.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.17,0,0,1
6714,268,OK금융그룹,2019-10-16,1,7,이시몬 (L),16,,16,O,,2,6,2,0,1,33.33,5.71,2,1,0,0,50,6.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,25,11.43,5,0,0,0,5.1,8,6,2,0,2,12.5,2,0,0,0,1.9,16,10,1,56.25,22.22,4,0,1,2,0,0,8.7,2,0,1
6715,268,OK금융그룹,2019-10-16,1,2,곽명우 (S),,14,,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,2,10.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6716,268,OK금융그룹,2019-10-16,1,12,전병선 (R),11,,11,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,3.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6717,268,OK금융그룹,2019-10-16,1,5,조국기 (Li),LI,LI,LI,LI,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,4,0,3.75,29.69,6,1,0,0.25,5.71,19,10,3,36.84,26.39,0,0,0,0,0,0,0,0,0,0
6718,269,현대캐피탈,2019-10-17,0,15,문성민 (R),O,O,O,O,O,20,36,18,5,4,50,30.77,13,3,2,3,23.08,28.89,0,0,0,0,0,0,0,0,0,0,0,0,15,8,2,1,53.33,65.22,0,0,0,0,0,0,8,7,1,0,87.5,27.59,18,2,3,0.4,16.98,7,5,1,1,1,14.89,1,0,0,0,0.86,0,0,0,0,0,6,0,2,2,0,0,9.52,1,0,8
6719,269,현대캐피탈,2019-10-17,0,14,에르난데스 (L),O,O,O,,,17,26,14,1,2,53.85,22.22,13,5,0,1,38.46,28.89,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,71.43,30.43,0,0,0,0,0,0,6,4,1,1,66.67,20.69,9,1,2,0.33,8.49,7,6,1,0,2,14.89,0,0,0,0,0,13,2,2,0,14.77,4,2,1,0,1,0.67,6.35,1,0,5
6720,269,현대캐피탈,2019-10-17,0,12,전광인 (L),O,O,O,O,O,14,23,11,4,3,47.83,19.66,14,5,3,3,35.71,31.11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,100,4.35,0,0,0,0,0,0,8,5,1,0,62.5,27.59,14,1,2,0.2,13.21,13,13,0,0,2.6,27.66,6,0,0,0,5.17,27,12,6,22.22,30.68,8,2,3,3,0,0.4,12.7,0,0,5
6721,269,현대캐피탈,2019-10-17,0,18,신영석 (C),O,O,O,O,O,13,12,9,0,0,75,10.26,1,1,0,0,100,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0,0,72.73,55,0,0,0,0,0,0,17,0,1,0,16.04,2,1,1,0,0.2,4.26,1,0,0,0,0.86,1,0,0,0,1.14,18,4,6,5,1,0.8,28.57,2,0,2
6722,269,현대캐피탈,2019-10-17,0,11,최민호 (C),O,O,O,O,O,7,9,3,1,0,33.33,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,1,0,33.33,45,0,0,0,0,0,0,13,1,2,0.2,12.26,2,2,0,0,0.4,4.26,3,1,0,0.2,2.59,1,0,0,0,1.14,13,3,1,7,0,0.6,20.63,2,0,2
6723,269,현대캐피탈,2019-10-17,0,9,박주형 (L),,,14,O,O,4,9,4,2,1,44.44,7.69,2,1,0,1,50,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,2,0,42.86,24.14,8,0,1,0,7.55,3,3,0,0,1,6.38,0,0,0,0,0,21,5,0,23.81,23.86,4,0,0,3,1,0,6.35,0,0,3
6724,269,현대캐피탈,2019-10-17,0,19,황동일 (S),6,6,6,6,O,2,2,2,0,0,100,1.71,2,2,0,0,100,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,4.72,1,1,0,0,0.2,2.13,31,16,0,3.2,26.72,0,0,0,0,0,3,0,0,3,0,0,4.76,1,0,1
6725,269,현대캐피탈,2019-10-17,0,6,이승원 (S),O,O,O,O,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,2,0.25,13.21,2,1,1,0,0.25,4.26,66,36,0,9,56.9,0,0,0,0,0,4,0,1,3,0,0,6.35,2,0,2
6726,269,현대캐피탈,2019-10-17,0,5,여오현 (Li),LI,LI,LI,LI,LI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,2,0,1.6,21.28,8,4,0,0.8,6.9,25,18,0,72,28.41,0,0,0,0,0,0,0,0,0,0
6727,269,현대캐피탈,2019-10-17,0,3,이시우 (L),11,11,18,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6728,269,현대캐피탈,2019-10-17,0,1,차영석 (C),,,,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,4.76,0,0,0
6729,269,우리카드,2019-10-17,1,10,나경복 (L),O,O,O,O,O,21,30,17,3,2,56.67,28.04,7,2,2,1,28.57,24.14,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1,0,66.67,25,0,0,0,0,0,0,17,11,0,1,64.71,48.57,20,3,1,0.6,19.23,8,4,4,0,0.8,15.69,2,0,0,0,1.77,40,17,1,40,43.48,6,1,1,2,0,0.2,11.32,0,0,3
6730,269,우리카드,2019-10-17,1,18,펠리페 (R),O,O,O,O,O,18,34,15,6,3,44.12,31.78,11,3,2,3,27.27,37.93,1,0,1,0,0,33.33,0,0,0,0,0,0,17,9,2,0,52.94,70.83,0,0,0,0,0,0,5,3,1,0,60,14.29,18,0,5,0,17.31,8,5,3,0,1,15.69,2,0,1,0,1.77,2,0,0,0,2.17,9,3,0,3,1,0.6,16.98,2,0,10
6731,269,우리카드,2019-10-17,1,12,황경민 (L),O,O,O,O,O,17,26,13,1,2,50,24.3,10,5,0,0,50,34.48,2,1,0,0,50,66.67,0,0,0,0,0,0,1,0,0,1,0,4.17,0,0,0,0,0,0,13,7,1,1,53.85,37.14,17,2,4,0.4,16.35,7,5,2,0,1,13.73,2,0,0,0,1.77,17,13,0,76.47,18.48,7,2,0,5,0,0.4,13.21,0,0,6
6732,269,우리카드,2019-10-17,1,8,이수황 (C),O,O,O,O,O,9,10,5,1,0,50,9.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,1,0,50,62.5,0,0,0,0,0,0,11,1,3,0.2,10.58,2,1,1,0,0.2,3.92,2,1,0,0.2,1.77,1,0,0,0,1.09,12,3,4,4,0,0.6,22.64,2,0,3
6733,269,우리카드,2019-10-17,1,16,최석기 (C),,,,7,O,4,2,1,0,0,50,1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,50,12.5,0,0,0,0,0,0,4,1,0,0.5,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,0,1,7.55,2,0,0
6734,269,우리카드,2019-10-17,1,7,하현용 (C),O,O,O,O,,3,4,3,0,1,75,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,75,25,0,0,0,0,0,0,7,0,1,0,6.73,2,2,0,0,0.5,3.92,0,0,0,0,0,0,0,0,0,0,9,0,2,3,0,0,16.98,2,0,2
6735,269,우리카드,2019-10-17,1,3,노재욱 (S),O,O,O,O,O,2,1,0,0,0,0,0.93,1,0,0,0,0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,15.38,4,2,2,0,0.4,7.84,99,50,3,10,87.61,2,0,1,0,2.17,6,2,2,1,0,0.4,11.32,1,0,3
6736,269,우리카드,2019-10-17,1,14,최현규 (L),7,8,7,8,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0.2,6.73,1,1,0,0,0.2,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6737,269,우리카드,2019-10-17,1,13,신동광 (L),10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0.4,5.88,0,0,0,0,0,9,3,1,22.22,9.78,0,0,0,0,0,0,0,0,0,0
6738,269,우리카드,2019-10-17,1,9,이상욱 (Li),LI,LI,LI,LI,LI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,5,0,2.2,31.37,6,3,0,0.6,5.31,21,10,3,33.33,22.83,0,0,0,0,0,0,0,0,0,0
6739,269,우리카드,2019-10-17,1,15,한정훈 (L),,7,8,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6740,270,대한항공,2019-10-18,1,13,비예나 (R),O,O,O,,,28,32,20,0,2,62.5,35.16,8,6,0,1,75,26.67,0,0,0,0,0,0,0,0,0,0,0,0,18,8,0,1,44.44,66.67,0,0,0,0,0,0,6,6,0,0,100,25,16,5,2,1.67,18.6,8,7,1,0,2.33,16.67,5,2,0,0.67,5.38,0,0,0,0,0,9,3,2,1,1,1,20.45,1,0,5
6741,270,대한항공,2019-10-18,1,10,정지석 (L),O,O,O,,,18,25,15,1,0,60,27.47,8,4,1,0,50,26.67,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,100,18.52,0,0,0,0,0,0,12,6,0,0,50,50,11,3,3,1,12.79,8,7,1,0,2.33,16.67,2,2,0,0.67,2.15,20,7,3,20,33.9,7,0,3,4,0,0,15.91,0,0,3
