,경기번호,팀명,경기날짜,결과,No.,이름,출전세트_1set,출전세트_2set,출전세트_3set,출전세트_4set,출전세트_5set,득점_득점,공격종합_시도,공격종합_성공,공격종합_공격차단,공격종합_범실,공격종합_성공률,공격종합_점유율,오픈_시도,오픈_성공,오픈_공격차단,오픈_범실,오픈_성공률,오픈_점유율,시간차_시도,시간차_성공,시간차_공격차단,시간차_범실,시간차_성공률,시간차_점유율,이동_시도,이동_성공,이동_공격차단,이동_범실,이동_성공률,이동_점유율,후위_시도,후위_성공,후위_공격차단,후위_범실,후위_성공률,후위_점유율,속공_시도,속공_성공,속공_공격차단,속공_범실,속공_성공률,속공_점유율,퀵오픈_시도,퀵오픈_성공,퀵오픈_공격차단,퀵오픈_범실,퀵오픈_성공률,퀵오픈_점유율,서브_시도,서브_성공,서브_범실,서브_성공률,서브_점유율,디그_시도,디그_성공,디그_실패,디그_범실,디그_세트당,디그_점유율,세트_시도,세트_성공,세트_범실,세트_세트당,세트_점유율,리시브_시도,리시브_정확,리시브_실패,리시브_세트당,리시브_점유율,블로킹_시도,블로킹_성공,블로킹_유효블락,블로킹_실패,블로킹_범실,블로킹_세트당,블로킹_점유율,블로킹_어시스트,벌칙_벌칙,범실_범실
2610,104,대한항공,2018-02-15,1,12,조재영 (C),O,O,O,,,5,6,4,0,0,66.67,7.69,1,1,0,0,100,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,60,35.71,0,0,0,0,0,0,20,0,0,0,25.64,1,1,0,0,0.33,2.38,2,1,0,0.33,2.6,0,0,0,0,0,9,1,3,3,1,0.33,20.93,0,0,1
2611,104,대한항공,2018-02-15,1,2,한선수 (S),O,O,O,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,14.1,6,4,2,0,1.33,14.29,60,35,0,11.67,77.92,0,0,0,0,0,3,2,0,1,0,0.67,6.98,1,0,0
2612,104,대한항공,2018-02-15,1,17,임동혁 (R),19,,6,,,1,1,1,0,0,100,1.28,1,1,0,0,100,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.28,1,0,1,0,0,2.38,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.33,0,0,0
2613,104,대한항공,2018-02-15,1,18,김성민 (L),,10,,,,0,1,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2614,104,대한항공,2018-02-15,1,8,김학민 (L),,19,19,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2615,104,대한항공,2018-02-15,1,1,신영수 (L),2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2616,104,대한항공,2018-02-15,1,20,정성민 (Li),LI,LI,LI,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,1,0,3,23.81,6,3,0,1,7.79,10,4,0,40,21.28,0,0,0,0,0,0,0,0,0,0
2617,104,대한항공,2018-02-15,1,3,황승빈 (S),,2,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.5,5.19,0,0,0,0,0,1,0,1,0,0,0,2.33,0,0,0
2618,104,KB손해보험,2018-02-15,0,1,이강원 (R),14,O,O,,,11,16,10,1,0,62.5,20.25,3,3,0,0,100,9.38,1,0,0,0,0,33.33,0,0,0,0,0,0,8,5,1,0,62.5,34.78,0,0,0,0,0,0,4,2,0,0,50,25,7,1,0,0.33,11.86,1,0,1,0,0,2.86,3,1,0,0.33,3.49,0,0,0,0,0,2,0,0,2,0,0,6.45,0,0,0
2619,104,KB손해보험,2018-02-15,0,6,알렉스 (L),O,O,O,,,9,24,8,2,1,33.33,30.38,15,6,2,1,40,46.88,2,1,0,0,50,66.67,0,0,0,0,0,0,3,1,0,0,33.33,13.04,0,0,0,0,0,0,4,0,0,0,0,25,8,1,4,0.33,13.56,8,6,2,0,2,22.86,3,0,0,0,3.49,20,7,1,30,29.41,3,0,0,3,0,0,9.68,0,0,5
2620,104,KB손해보험,2018-02-15,0,12,황두연 (L),O,O,,,,3,11,3,1,4,27.27,13.92,3,0,0,1,0,9.38,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,25,17.39,0,0,0,0,0,0,4,2,1,1,50,25,4,0,0,0,6.78,5,5,0,0,2.5,14.29,0,0,0,0,0,20,5,1,20,29.41,0,0,0,0,0,0,0,0,0,4
2621,104,KB손해보험,2018-02-15,0,20,정수용 (L),,1,1,,,3,8,3,1,2,37.5,10.13,2,1,0,0,50,6.25,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,2,40,21.74,0,0,0,0,0,0,1,0,1,0,0,6.25,2,0,0,0,3.39,1,1,0,0,0.5,2.86,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3.23,0,0,2
2622,104,KB손해보험,2018-02-15,0,9,이선규 (C),O,O,O,,,3,2,2,0,0,100,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,100,40,0,0,0,0,0,0,12,0,0,0,20.34,1,1,0,0,0.33,2.86,2,0,0,0,2.33,0,0,0,0,0,9,1,0,6,0,0.33,29.03,1,0,0
2623,104,KB손해보험,2018-02-15,0,8,손현종 (L),,12,O,,,2,3,2,0,1,66.67,3.8,1,1,0,0,100,3.13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4.35,0,0,0,0,0,0,1,1,0,0,100,6.25,2,0,2,0,3.39,0,0,0,0,0,0,2,0,0,0,2.33,6,2,0,33.33,8.82,0,0,0,0,0,0,0,0,0,3
2624,104,KB손해보험,2018-02-15,0,2,황택의 (S),O,O,O,,,2,2,0,0,0,0,2.53,2,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,8.47,6,2,4,0,0.67,17.14,41,17,0,5.67,47.67,0,0,0,0,0,7,2,2,1,0,0.67,22.58,1,0,3
2625,104,KB손해보험,2018-02-15,0,14,강영준 (R),O,6,,,,1,6,1,1,1,16.67,7.59,2,0,0,1,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,8.7,0,0,0,0,0,0,2,1,0,0,50,12.5,3,0,2,0,5.08,0,0,0,0,0,0,2,1,0,0.5,2.33,1,0,0,0,1.47,2,0,0,1,0,0,6.45,0,0,3
2626,104,KB손해보험,2018-02-15,0,7,하현용 (C),O,O,O,,,1,3,1,0,2,33.33,3.8,1,0,0,1,0,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,50,40,0,0,0,0,0,0,4,0,1,0,6.78,1,0,1,0,0,2.86,3,0,0,0,3.49,0,0,0,0,0,5,0,3,1,0,0,16.13,1,0,3
2627,104,KB손해보험,2018-02-15,0,11,김홍정 (C),,7,7,,,1,1,1,0,0,100,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,100,20,0,0,0,0,0,0,2,0,0,0,3.39,2,2,0,0,1,5.71,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.23,0,0,0
2628,104,KB손해보험,2018-02-15,0,19,박광희 (L),9,,8,,,0,3,0,2,0,0,3.8,3,0,2,0,0,9.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5.08,0,0,0,0,0,0,0,0,0,0,0,7,5,0,71.43,10.29,0,0,0,0,0,0,0,0,0,0
2629,104,KB손해보험,2018-02-15,0,10,곽동혁 (Li),LI,LI,LI,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,1.33,14.29,2,1,0,0.33,2.33,11,2,1,9.09,16.18,0,0,0,0,0,0,0,0,0,0
2630,104,KB손해보험,2018-02-15,0,17,양준식 (S),2,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8.47,2,1,1,0,0.5,5.71,20,9,0,4.5,23.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2631,104,KB손해보험,2018-02-15,0,3,전진용 (C),7,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2632,104,KB손해보험,2018-02-15,0,13,최익제 (S),,,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.69,0,0,0,0,0,0,7,2,0,2,8.14,0,0,0,0,0,1,0,0,0,1,0,3.23,0,0,1
2633,104,KB손해보험,2018-02-15,0,15,한기호 (Li),,LI,LI,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1.5,8.57,1,0,0,0,1.16,3,1,0,33.33,4.41,0,0,0,0,0,0,0,0,0,0
2634,105,삼성화재,2018-02-16,0,4,타이스 (L),O,O,O,O,O,41,67,38,5,10,56.72,45.89,35,19,2,5,54.29,51.47,0,0,0,0,0,0,0,0,0,0,0,0,28,17,3,5,60.71,63.64,0,0,0,0,0,0,4,2,0,0,50,50,19,1,6,0.2,15.7,9,7,2,0,1.4,12.68,6,3,1,0.6,4.2,25,15,0,60,22.73,10,2,3,3,1,0.4,15.63,0,0,18
2635,105,삼성화재,2018-02-16,0,3,박철우 (R),O,O,O,O,O,20,44,19,9,1,43.18,30.14,21,10,4,0,47.62,30.88,4,3,0,0,75,80,0,0,0,0,0,0,16,5,3,1,31.25,36.36,0,0,0,0,0,0,3,1,2,0,33.33,37.5,22,0,7,0,18.18,8,5,3,0,1,11.27,3,0,0,0,2.1,1,0,0,0,0.91,6,1,1,2,0,0.2,9.38,3,0,8
2636,105,삼성화재,2018-02-16,0,17,박상하 (C),O,O,O,O,O,11,12,5,1,0,41.67,8.22,1,1,0,0,100,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,1,0,36.36,52.38,0,0,0,0,0,0,14,0,1,0,11.57,3,1,2,0,0.2,4.23,1,0,0,0,0.7,0,0,0,0,0,16,6,3,7,0,1.2,25,4,0,1
2637,105,삼성화재,2018-02-16,0,1,김규민 (C),O,O,O,O,O,9,11,6,0,0,54.55,7.53,1,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,60,47.62,0,0,0,0,0,0,11,0,2,0,9.09,6,5,1,0,1,8.45,3,1,0,0.2,2.1,0,0,0,0,0,14,3,6,3,0,0.6,21.88,2,0,2
2638,105,삼성화재,2018-02-16,0,8,류윤식 (L),O,O,O,O,O,7,4,2,0,0,50,2.74,2,2,0,0,100,2.94,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.5,20,0,2,0,16.53,11,8,3,0,1.6,15.49,3,1,0,0.2,2.1,47,20,2,38.3,42.73,8,5,0,3,0,1,12.5,1,0,2
2639,105,삼성화재,2018-02-16,0,6,황동일 (S),O,O,O,O,O,4,8,4,0,2,50,5.48,8,4,0,2,50,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,13.22,9,8,1,0,1.6,12.68,103,55,1,11,72.03,0,0,0,0,0,10,0,5,3,0,0,15.63,3,0,4
2640,105,삼성화재,2018-02-16,0,16,김나운 (L),1,17,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,6.61,1,1,0,0,0.2,1.41,1,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2641,105,삼성화재,2018-02-16,0,10,김정호 (L),17,1,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,4.96,1,1,0,0,0.2,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2642,105,삼성화재,2018-02-16,0,9,김형진 (S),6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,4.13,2,1,1,0,0.2,2.82,21,9,0,1.8,14.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2643,105,삼성화재,2018-02-16,0,5,부용찬 (Li),LI,LI,LI,LI,LI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,10,0,2.2,29.58,2,0,0,0,1.4,37,21,1,54.05,33.64,0,0,0,0,0,0,0,0,0,0
2644,105,현대캐피탈,2018-02-16,1,11,안드레아스 (L),O,O,O,O,O,23,46,20,4,3,43.48,34.85,22,7,3,0,31.82,53.66,0,0,0,0,0,0,0,0,0,0,0,0,10,5,1,2,50,33.33,0,0,0,0,0,0,14,8,0,1,57.14,43.75,19,1,5,0.2,14.73,9,7,2,0,1.4,16.07,0,0,0,0,0,35,25,0,71.43,36.84,14,2,4,6,1,0.4,16.87,1,0,9
2645,105,현대캐피탈,2018-02-16,1,15,문성민 (R),O,O,O,O,O,22,38,20,8,2,52.63,28.79,11,4,4,0,36.36,26.83,2,2,0,0,100,66.67,0,0,0,0,0,0,18,10,3,2,55.56,60,0,0,0,0,0,0,7,4,1,0,57.14,21.88,20,0,5,0,15.5,5,5,0,0,1,8.93,5,1,0,0.2,3.76,1,0,0,0,1.05,6,2,2,1,0,0.4,7.23,1,0,7
2646,105,현대캐피탈,2018-02-16,1,9,박주형 (L),O,O,O,O,O,17,21,14,1,1,66.67,15.91,7,4,1,0,57.14,17.07,1,1,0,0,100,33.33,0,0,0,0,0,0,2,1,0,0,50,6.67,0,0,0,0,0,0,11,8,0,1,72.73,34.38,23,0,3,0,17.83,5,2,3,0,0.4,8.93,1,0,0,0,0.75,23,13,0,56.52,24.21,8,3,0,5,0,0.6,9.64,3,0,4
2647,105,현대캐피탈,2018-02-16,1,18,신영석 (C),O,O,O,O,O,15,14,11,2,0,78.57,10.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,2,0,78.57,53.85,0,0,0,0,0,0,22,0,3,0,17.05,6,4,2,0,0.8,10.71,3,0,0,0,2.26,2,1,0,50,2.11,19,4,2,8,0,0.8,22.89,5,0,3
2648,105,현대캐피탈,2018-02-16,1,1,차영석 (C),O,O,O,O,O,7,12,3,2,1,25,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,2,1,25,46.15,0,0,0,0,0,0,16,2,1,0.4,12.4,3,3,0,0,0.6,5.36,2,0,0,0,1.5,1,0,0,0,1.05,23,2,3,12,1,0.4,27.71,3,0,3
2649,105,현대캐피탈,2018-02-16,1,3,노재욱 (S),O,O,O,O,O,3,1,1,0,0,100,0.76,1,1,0,0,100,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0,14.73,12,9,3,0,1.8,21.43,114,62,0,12.4,85.71,0,0,0,0,0,12,2,3,5,1,0.4,14.46,0,0,2
2650,105,현대캐피탈,2018-02-16,1,19,김재휘 (C),,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.2,0,0,1
2651,105,현대캐피탈,2018-02-16,1,8,송준호 (R),11,11,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4.21,0,0,0,0,0,0,0,0,0,0
2652,105,현대캐피탈,2018-02-16,1,17,신동광 (L),,,,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2653,105,현대캐피탈,2018-02-16,1,5,여오현 (Li),LI,LI,LI,LI,LI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,2,0,2.4,25,8,3,0,0.6,6.02,29,21,1,68.97,30.53,0,0,0,0,0,0,0,0,0,0
2654,105,현대캐피탈,2018-02-16,1,14,이시우 (L),1,1,11,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6.2,2,1,1,0,0.2,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2655,105,현대캐피탈,2018-02-16,1,12,함형진 (L),,,,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2656,105,현대캐피탈,2018-02-16,1,13,홍민기 (C),3,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2657,106,한국전력,2018-02-17,0,10,펠리페 (R),O,O,O,O,,29,51,23,5,2,45.1,53.68,26,7,4,1,26.92,52,1,0,0,0,0,50,0,0,0,0,0,0,18,11,1,1,61.11,78.26,0,0,0,0,0,0,6,5,0,0,83.33,42.86,21,5,3,1.25,22.11,12,9,3,0,2.25,21.05,1,0,0,0,1.02,1,0,1,0,1.41,11,1,3,5,0,0.25,18.97,1,0,5
2658,106,한국전력,2018-02-17,0,12,전광인 (L),O,O,O,O,,20,25,16,3,3,64,26.32,15,8,2,2,53.33,30,1,1,0,0,100,50,0,0,0,0,0,0,5,3,1,1,60,21.74,0,0,0,0,0,0,4,4,0,0,100,28.57,12,0,6,0,12.63,10,8,2,0,2,17.54,6,2,0,0.5,6.12,14,1,3,0,19.72,11,4,1,6,0,1,18.97,0,0,9
2659,106,한국전력,2018-02-17,0,1,서재덕 (L),O,O,O,9,,4,8,3,1,1,37.5,8.42,7,3,1,1,42.86,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.14,13,1,0,0.25,13.68,13,7,6,0,1.75,22.81,4,2,0,0.5,4.08,29,12,3,31.03,40.85,2,0,0,2,0,0,3.45,1,0,1
2660,106,한국전력,2018-02-17,0,18,이재목 (C),O,O,O,O,,4,7,3,0,0,42.86,7.37,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,50,100,0,0,0,0,0,0,7,0,1,0,7.37,1,1,0,0,0.25,1.75,1,0,0,0,1.02,1,0,0,0,1.41,12,1,1,6,0,0.25,20.69,2,0,1
2661,106,한국전력,2018-02-17,0,9,김인혁 (L),,,1,O,,2,4,1,1,1,25,4.21,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,33.33,21.43,1,0,1,0,1.05,0,0,0,0,0,0,0,0,0,0,0,6,4,0,66.67,8.45,3,1,0,1,0,0.5,5.17,0,0,2
2662,106,한국전력,2018-02-17,0,4,안우재 (C),O,O,O,O,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13.68,0,0,0,0,0,0,1,0,0,0,1.02,0,0,0,0,0,14,2,4,7,1,0.5,24.14,2,0,1
2663,106,한국전력,2018-02-17,0,2,이호건 (S),O,O,O,O,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,17.89,4,2,2,0,0.5,7.02,68,36,0,9,69.39,1,0,0,0,1.41,4,1,1,2,0,0.25,6.9,1,0,0
2664,106,한국전력,2018-02-17,0,14,권영민 (S),,18,18,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6.32,0,0,0,0,0,0,10,4,0,1.33,10.2,0,0,0,0,0,1,0,0,1,0,0,1.72,0,0,0
2665,106,한국전력,2018-02-17,0,6,김진수 (Li),LI,LI,LI,LI,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,2,0,1.75,15.79,5,1,0,0.25,5.1,10,3,0,30,14.08,0,0,0,0,0,0,0,0,0,0
2666,106,한국전력,2018-02-17,0,17,박대웅 (C),18,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2667,106,한국전력,2018-02-17,0,7,박성률 (R),2,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2668,106,한국전력,2018-02-17,0,5,오재성 (Li),LI,LI,LI,LI,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,1,8.77,2,0,0,0,2.04,9,6,0,66.67,12.68,0,0,0,0,0,0,0,0,0,0
2669,106,한국전력,2018-02-17,0,8,이승현 (S),4,4,4,18,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4.21,3,2,1,0,0.5,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2670,106,OK금융그룹,2018-02-17,1,2,마르코 (R),O,O,O,,,20,30,16,3,2,53.33,26.09,12,6,1,1,50,30.77,0,0,0,0,0,0,0,0,0,0,0,0,15,9,1,1,60,46.88,0,0,0,0,0,0,3,1,1,0,33.33,11.54,12,2,5,0.67,12.77,3,1,2,0,0.33,6.25,2,1,0,0.33,1.8,0,0,0,0,0,6,2,3,0,0,0.67,11.11,0,0,7
2671,106,OK금융그룹,2018-02-17,1,1,송명근 (L),O,O,O,O,,15,30,14,0,3,46.67,26.09,5,3,0,0,60,12.82,4,3,0,1,75,66.67,0,0,0,0,0,0,9,3,0,1,33.33,28.13,0,0,0,0,0,0,12,5,0,1,41.67,46.15,16,1,6,0.25,17.02,8,7,1,0,1.75,16.67,2,1,0,0.25,1.8,24,12,3,37.5,28.57,6,0,1,5,0,0,11.11,2,0,9
2672,106,OK금융그룹,2018-02-17,1,7,송희채 (L),O,O,O,O,,13,22,11,4,1,50,19.13,12,6,3,0,50,30.77,1,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,1,1,55.56,34.62,14,0,5,0,14.89,7,4,3,0,1,14.58,3,1,0,0.25,2.7,36,22,3,52.78,42.86,11,2,3,5,0,0.5,20.37,1,0,6
2673,106,OK금융그룹,2018-02-17,1,4,조재성 (R),11,11,2,O,,13,15,8,2,0,53.33,13.04,4,3,0,0,75,10.26,1,0,0,0,0,16.67,0,0,0,0,0,0,8,3,2,0,37.5,25,0,0,0,0,0,0,2,2,0,0,100,7.69,11,3,4,0.75,11.7,3,3,0,0,0.75,6.25,0,0,0,0,0,1,0,0,0,1.19,6,2,1,2,0,0.5,11.11,0,0,4
2674,106,OK금융그룹,2018-02-17,1,11,박원빈 (C),O,O,O,O,,7,6,3,0,0,50,5.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,50,50,0,0,0,0,0,0,8,1,0,0.25,8.51,1,1,0,0,0.25,2.08,0,0,0,0,0,0,0,0,0,0,16,3,4,8,0,0.75,29.63,4,0,0
2675,106,OK금융그룹,2018-02-17,1,5,김요한 (C),O,O,O,,,4,4,4,0,0,100,3.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,100,33.33,0,0,0,0,0,0,9,0,1,0,9.57,1,1,0,0,0.33,2.08,1,0,0,0,0.9,0,0,0,0,0,3,0,0,2,1,0,5.56,2,0,2
